Year,Death_Cause_Name,113_Cause_Name,State,Deaths,Age-Adjusted Death Rate
2006,Diabetes,Diabetes mellitus (E10-E14),Connecticut,782,19
2006,Diabetes,Diabetes mellitus (E10-E14),Delaware,191,20.6
2006,Diabetes,Diabetes mellitus (E10-E14),District of Columbia,184,33
2006,Diabetes,Diabetes mellitus (E10-E14),Florida,5172,22.3
2006,Diabetes,Diabetes mellitus (E10-E14),Georgia,1657,21.2
2006,Diabetes,Diabetes mellitus (E10-E14),Hawaii,271,18.4
2006,Diabetes,Diabetes mellitus (E10-E14),Idaho,320,23.1
2006,Diabetes,Diabetes mellitus (E10-E14),Illinois,2795,21.9
2006,Diabetes,Diabetes mellitus (E10-E14),Indiana,1682,25.9
2006,Diabetes,Diabetes mellitus (E10-E14),Iowa,804,22
2006,Diabetes,Diabetes mellitus (E10-E14),Kansas,749,24.8
2006,Diabetes,Diabetes mellitus (E10-E14),Kentucky,1141,26.2
2006,Diabetes,Diabetes mellitus (E10-E14),Louisiana,1536,36.3
2006,Diabetes,Diabetes mellitus (E10-E14),Maine,343,21.4
2006,Diabetes,Diabetes mellitus (E10-E14),Maryland,1237,22.5
2006,Diabetes,Diabetes mellitus (E10-E14),Massachusetts,1132,15.5
2006,Diabetes,Diabetes mellitus (E10-E14),Michigan,2830,26.8
2006,Diabetes,Diabetes mellitus (E10-E14),Minnesota,1158,21.4
2006,Diabetes,Diabetes mellitus (E10-E14),Mississippi,707,24.5
2006,Diabetes,Diabetes mellitus (E10-E14),Missouri,1493,23.5
2006,Diabetes,Diabetes mellitus (E10-E14),Montana,249,22.8
2006,Diabetes,Diabetes mellitus (E10-E14),Nebraska,437,22.2
2006,Diabetes,Diabetes mellitus (E10-E14),Nevada,294,13
2006,Diabetes,Diabetes mellitus (E10-E14),New Hampshire,296,21.4
2006,Diabetes,Diabetes mellitus (E10-E14),New Jersey,2454,26.1
2006,Diabetes,Diabetes mellitus (E10-E14),New Mexico,606,30.6
2006,Diabetes,Diabetes mellitus (E10-E14),New York,3848,18.6
2006,Diabetes,Diabetes mellitus (E10-E14),North Carolina,2234,24.9
2006,Diabetes,Diabetes mellitus (E10-E14),North Dakota,208,26.1
2006,Diabetes,Diabetes mellitus (E10-E14),Ohio,3761,29.6
2006,Diabetes,Diabetes mellitus (E10-E14),Oklahoma,1166,30.6
2006,Diabetes,Diabetes mellitus (E10-E14),Oregon,1139,28.2
2006,Diabetes,Diabetes mellitus (E10-E14),Pennsylvania,3466,22.3
2006,Diabetes,Diabetes mellitus (E10-E14),Rhode Island,206,16.2
2006,Diabetes,Diabetes mellitus (E10-E14),South Carolina,1136,25.5
2006,Diabetes,Diabetes mellitus (E10-E14),South Dakota,262,27.6
2006,Diabetes,Diabetes mellitus (E10-E14),Tennessee,1715,27.4
2006,Diabetes,Diabetes mellitus (E10-E14),Texas,5201,26.5
2006,Diabetes,Diabetes mellitus (E10-E14),United States,72449,23.6
2006,Diabetes,Diabetes mellitus (E10-E14),Utah,496,27
2006,Diabetes,Diabetes mellitus (E10-E14),Vermont,175,25
2006,Diabetes,Diabetes mellitus (E10-E14),Virginia,1632,22.1
2006,Diabetes,Diabetes mellitus (E10-E14),Washington,1543,24.7
2006,Diabetes,Diabetes mellitus (E10-E14),West Virginia,743,33
2006,Diabetes,Diabetes mellitus (E10-E14),Wisconsin,1212,19.7
2006,Diabetes,Diabetes mellitus (E10-E14),Wyoming,126,23.9
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Alabama,12583,263
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Alaska,645,170.6
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Arizona,10607,176.5
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Arkansas,7431,240.5
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",California,64871,198.8
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Colorado,6124,152.7
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Connecticut,7490,174.7
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Delaware,1866,206
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",District of Columbia,1566,280.9
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Florida,44305,187.9
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Georgia,16478,222.2
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Hawaii,2244,151.4
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Idaho,2399,171.3
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Illinois,27007,208.5
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Indiana,14375,220.8
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Iowa,7172,187.1
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Kansas,5849,186.3
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Kentucky,10353,241.4
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Louisiana,10026,241.4
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Maine,2815,174.3
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Maryland,11268,206.6
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Massachusetts,12947,171.7
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Michigan,24255,228.1
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Minnesota,7525,134.9
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Mississippi,8097,285.4
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Missouri,14749,228.8
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Montana,1869,169.4
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Nebraska,3445,168
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Nevada,5013,233.7
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",New Hampshire,2501,181.1
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",New Jersey,19548,203.9
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",New Mexico,3411,179.5
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",New York,50470,238.2
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",North Carolina,17271,197.6
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",North Dakota,1527,182
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Ohio,27886,218.5
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Oklahoma,9798,260.1
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Oregon,6620,160.9
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Pennsylvania,33744,210.4
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Rhode Island,2718,201.5
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",South Carolina,9030,206.8
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",South Dakota,1757,180.6
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Tennessee,14642,238
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Texas,38782,205.2
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",United States,631636,205.5
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Utah,2932,163.7
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Vermont,1244,177.2
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Virginia,14021,195.2
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Washington,10604,168.4
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",West Virginia,5311,240.5
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Wisconsin,11451,181.1
2006,Heart disease,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Wyoming,994,192.9
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Alabama,918,19.5
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Alaska,49,14
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Arizona,1166,19.6
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Arkansas,772,25.1
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),California,7338,22.7
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Colorado,614,15.6
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Connecticut,800,18.2
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Delaware,138,15.6
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),District of Columbia,76,13.7
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Florida,2454,10.5
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Georgia,1463,20.8
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Hawaii,257,17.2
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Idaho,225,16.2
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Illinois,2668,20.6
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Indiana,1129,17.4
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Iowa,770,19.3
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Kansas,647,20
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Kentucky,927,22.1
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Louisiana,833,20.6
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Maine,269,16.8
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Maryland,1082,20.1
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Massachusetts,1750,22.8
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Michigan,1679,15.9
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Minnesota,630,11
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Mississippi,621,22.3
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Missouri,1285,19.9
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Montana,169,15.2
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Nebraska,345,16.3
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Nevada,426,20.6
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),New Hampshire,212,15.4
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),New Jersey,1315,13.7
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),New Mexico,353,18.9
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),New York,4892,23
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),North Carolina,1705,20.1
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),North Dakota,138,15.3
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Ohio,1947,15.3
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Oklahoma,879,23.6
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Oregon,522,12.6
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Pennsylvania,2716,16.5
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Rhode Island,268,19.6
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),South Carolina,724,17.3
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),South Dakota,173,17
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Tennessee,1535,25.7
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Texas,3342,18.2
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),United States,56326,18.4
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Utah,343,19.2
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Vermont,77,10.9
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Virginia,1281,18.4
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Washington,814,12.9
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),West Virginia,459,21.1
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Wisconsin,1014,15.8
2006,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Wyoming,117,23.5
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Alabama,580,12.4
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Alaska,135,19.9
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Arizona,979,16.3
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Arkansas,376,13.3
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",California,3334,9.3
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Colorado,730,15.3
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Connecticut,292,8
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Delaware,91,10.3
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",District of Columbia,30,5.2
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Florida,2440,12.6
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Georgia,923,10.3
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Hawaii,120,9
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Idaho,222,15.8
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Illinois,1010,7.9
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Indiana,824,13
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Iowa,334,11.2
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Kansas,379,13.9
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Kentucky,622,14.6
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Louisiana,492,11.5
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Maine,158,11
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Maryland,495,8.6
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Massachusetts,450,6.7
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Michigan,1139,11.2
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Minnesota,554,10.6
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Mississippi,325,11.4
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Missouri,799,13.5
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Montana,189,19.7
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Nebraska,202,11.2
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Nevada,486,19.3
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",New Hampshire,151,11.2
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",New Jersey,585,6.5
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",New Mexico,352,17.9
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",New York,1326,6.7
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",North Carolina,1106,12.2
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",North Dakota,90,13.3
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Ohio,1325,11.3
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Oklahoma,537,15
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Oregon,579,15.3
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Pennsylvania,1396,10.8
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Rhode Island,90,8.2
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",South Carolina,524,11.8
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",South Dakota,125,16
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Tennessee,874,14.1
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Texas,2347,10.3
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",United States,33300,11
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Utah,362,16
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Vermont,81,12.2
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Virginia,876,11.1
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Washington,809,12.3
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",West Virginia,269,14
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Wisconsin,670,12
2006,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Wyoming,116,21.7
2006,Cancer,Malignant neoplasms (C00-C97),Alabama,9899,199.4
2006,Cancer,Malignant neoplasms (C00-C97),Alaska,790,177.8
2006,Cancer,Malignant neoplasms (C00-C97),Arizona,9919,160
2006,Cancer,Malignant neoplasms (C00-C97),Arkansas,6177,196.7
2006,Cancer,Malignant neoplasms (C00-C97),California,54140,164.5
2006,Cancer,Malignant neoplasms (C00-C97),Colorado,6550,157.5
2006,Cancer,Malignant neoplasms (C00-C97),Connecticut,7044,175.5
2006,Cancer,Malignant neoplasms (C00-C97),Delaware,1780,190.7
2006,Cancer,Malignant neoplasms (C00-C97),District of Columbia,1178,210.5
2006,Cancer,Malignant neoplasms (C00-C97),Florida,40415,174.6
2006,Cancer,Malignant neoplasms (C00-C97),Georgia,14474,184
2006,Cancer,Malignant neoplasms (C00-C97),Hawaii,2171,147.8
2006,Cancer,Malignant neoplasms (C00-C97),Idaho,2306,163.2
2006,Cancer,Malignant neoplasms (C00-C97),Illinois,24084,188.7
2006,Cancer,Malignant neoplasms (C00-C97),Indiana,12903,197.5
2006,Cancer,Malignant neoplasms (C00-C97),Iowa,6359,179
2006,Cancer,Malignant neoplasms (C00-C97),Kansas,5343,180.1
2006,Cancer,Malignant neoplasms (C00-C97),Kentucky,9394,212
2006,Cancer,Malignant neoplasms (C00-C97),Louisiana,8853,206.1
2006,Cancer,Malignant neoplasms (C00-C97),Maine,3089,192.7
2006,Cancer,Malignant neoplasms (C00-C97),Maryland,10350,187
2006,Cancer,Malignant neoplasms (C00-C97),Massachusetts,13407,187.5
2006,Cancer,Malignant neoplasms (C00-C97),Michigan,20192,190.5
2006,Cancer,Malignant neoplasms (C00-C97),Minnesota,9079,170.7
2006,Cancer,Malignant neoplasms (C00-C97),Mississippi,6236,212.7
2006,Cancer,Malignant neoplasms (C00-C97),Missouri,12519,195.8
2006,Cancer,Malignant neoplasms (C00-C97),Montana,1943,177.9
2006,Cancer,Malignant neoplasms (C00-C97),Nebraska,3430,176.6
2006,Cancer,Malignant neoplasms (C00-C97),Nevada,4226,184.5
2006,Cancer,Malignant neoplasms (C00-C97),New Hampshire,2534,183.9
2006,Cancer,Malignant neoplasms (C00-C97),New Jersey,17180,183
2006,Cancer,Malignant neoplasms (C00-C97),New Mexico,3147,158.5
2006,Cancer,Malignant neoplasms (C00-C97),New York,35284,170.9
2006,Cancer,Malignant neoplasms (C00-C97),North Carolina,17318,191.4
2006,Cancer,Malignant neoplasms (C00-C97),North Dakota,1387,180.2
2006,Cancer,Malignant neoplasms (C00-C97),Ohio,24975,197.3
2006,Cancer,Malignant neoplasms (C00-C97),Oklahoma,7491,195.2
2006,Cancer,Malignant neoplasms (C00-C97),Oregon,7309,180.9
2006,Cancer,Malignant neoplasms (C00-C97),Pennsylvania,29172,190.5
2006,Cancer,Malignant neoplasms (C00-C97),Rhode Island,2250,181.4
2006,Cancer,Malignant neoplasms (C00-C97),South Carolina,8853,194.7
2006,Cancer,Malignant neoplasms (C00-C97),South Dakota,1570,173.1
2006,Cancer,Malignant neoplasms (C00-C97),Tennessee,13051,204.6
2006,Cancer,Malignant neoplasms (C00-C97),Texas,34939,176.1
2006,Cancer,Malignant neoplasms (C00-C97),United States,559888,181.8
2006,Cancer,Malignant neoplasms (C00-C97),Utah,2615,139.9
2006,Cancer,Malignant neoplasms (C00-C97),Vermont,1214,172.6
2006,Cancer,Malignant neoplasms (C00-C97),Virginia,13829,185.3
2006,Cancer,Malignant neoplasms (C00-C97),Washington,11055,175.3
2006,Cancer,Malignant neoplasms (C00-C97),West Virginia,4613,203.6
2006,Cancer,Malignant neoplasms (C00-C97),Wisconsin,10925,179.9
2006,Cancer,Malignant neoplasms (C00-C97),Wyoming,927,174.6
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Alabama,1104,23
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Alaska,44,12.9
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Arizona,565,9.3
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Arkansas,616,20
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",California,2676,8.2
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Colorado,472,12.1
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Connecticut,567,13.5
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Delaware,152,16.9
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",District of Columbia,68,12.2
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Florida,2620,11.2
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Georgia,1668,22.5
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Hawaii,179,12.2
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Idaho,130,9.4
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Illinois,2502,19.5
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Indiana,1372,21.1
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Iowa,225,5.8
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kansas,594,19
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kentucky,922,21.6
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Louisiana,1074,26.1
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Maine,252,15.7
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Maryland,767,14.2
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Massachusetts,1406,18.7
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Michigan,1673,15.9
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Minnesota,711,12.9
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Mississippi,673,23.7
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Missouri,1118,17.4
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Montana,132,12
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Nebraska,249,12.3
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Nevada,475,22.7
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",New Hampshire,160,11.8
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",New Jersey,1645,17.3
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",New Mexico,262,13.4
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",New York,2351,11.2
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",North Carolina,1661,19.1
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",North Dakota,59,6.6
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Ohio,1758,13.9
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Oklahoma,594,15.9
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Oregon,353,8.8
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Pennsylvania,3084,19.3
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Rhode Island,167,12.9
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",South Carolina,846,19.5
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",South Dakota,62,6.4
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Tennessee,768,12.6
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Texas,2995,15.8
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",United States,45344,14.8
2006,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Utah,210,11.6
